"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.0111818898075411,0.0262429760761179,0.0126966162423704,0.0201484570475299,0.00198252521967437,0.000256357329017639,-0.00333076642565019,-0.00431513974062743,-0.00168794527508981,-0.00788002269111763
"2",0.0112528419515865,0.0268010902481613,0.0118423954509481,0.0186645400079864,0.00246853657292712,0.00232066790755645,-0.00392559589340934,-0.00764980623498444,0.00416088037599348,-0.0087116352145164
"3",0.0112807087230675,0.0270695927912177,0.0118497832252127,0.01735021185152,0.000354906984446507,0.000644515447560501,-0.0141525396808246,-0.0109643288925392,-0.00654967932968482,-0.0068292205624072
"4",0.0110348153196131,0.0271418140020902,0.0121842886420741,0.0185187303905846,0.000427833146427195,-0.00414571004903474,-0.00116823847536962,-0.00368222307466773,-0.0127958374104847,0.0038553023749276
"5",0.0109294562466448,0.026282618818178,0.0128961078549282,0.0174033487552663,-0.00166870771130991,0.00290592886344253,-0.0056431718756639,-0.00894045697577455,-0.00759286209800814,0.00467120675922703
"6",0.0115583694701417,0.0266253341392744,0.0107852109082195,0.016451054883048,-0.000162857095934069,0.00459000225754291,-0.0113752947333678,-0.0122557567655855,-0.00296989535797056,-0.00589934469256404
"7",0.0111997315791268,0.0267216118491957,0.0126559092786454,0.0192712811264408,-0.000398006840635932,0.0026471723576556,-0.00743812663507172,-0.0103867878335509,0.000779556336623372,-0.0047699419450091
"8",0.0110792342478189,0.0266542821514852,0.0124250011665568,0.0180095191732424,-0.000379176642458956,0.000232022415756183,-0.00810878650204275,-0.00658188416696738,0.00262664698280074,-0.0160681646695273
"9",0.0115641089307532,0.0270333344128803,0.0116038734076772,0.0175054389217605,0.0023191526858776,-0.00475628041245555,-0.00887806073702912,-0.00358845305749091,-0.00492996510260507,-0.0131713854959447
"10",0.0116963690471821,0.0265147277835284,0.0132301249528907,0.0185852572922722,-0.0021101201537662,-0.00068553282818854,-0.0125796527566765,-0.017636955213019,-0.00131120613202228,0.00979921986109312
"11",0.0109872227510365,0.0265937865925099,0.0132037370868298,0.0191899345842857,0.00110719739022276,0.000548984153444211,-0.00783344581579444,-0.0125600963027392,-0.00488981197361224,0.002589956540607
"12",0.0112315757001455,0.0264532306754025,0.0126334938883852,0.0208313901296127,-0.000705464474841649,-0.000157463491249569,-0.00695576595615848,-0.00103602740002878,-0.0016620063789712,-0.0061096560250136
"13",0.0113135839141719,0.0263208623049883,0.0120545208056917,0.0199483443765074,0.00182964983395342,0.00217755471610354,-0.0097764954761816,-0.0138412087039762,-0.00403219972152357,0.00523284569787159
"14",0.0113476334376134,0.0265978369399022,0.0111228185396709,0.0162616434912566,0.00179155814683361,0.00253426091579303,-0.00980784560918156,-0.0117338884328797,-0.00339111513598651,-0.00889655883379858
"15",0.0115283062973147,0.0267207825773194,0.0111580789390111,0.0177933642853526,0.000223515066321316,0.000468032916608341,-0.00696226921017119,-0.00887118399551977,-0.00852750884978647,-0.00846273972409209
"16",0.0111508741625805,0.0269224297974957,0.0121347456593989,0.0194936906902105,0.000816001990381933,-0.000639650672545831,-0.00403340625993529,-0.000969053003684425,-0.00228277448196787,-0.000948921127315768
"17",0.011028801735256,0.026790751399065,0.0121452157011228,0.0190622942912042,-0.00189551327322539,0.00398296072765405,-0.0077589388476347,-0.00518429479850164,-0.00760312822866819,-0.01345629838328
"18",0.01128996444184,0.0267538110485955,0.010619159584918,0.0197550480894697,0.00105933134955116,0.000275240748550476,-0.00375764741634594,-0.0130431568147474,0.0013222890727417,0.00380813697897625
"19",0.0114783071983819,0.0261409613694669,0.0124949585965547,0.0196902106987316,0.000294689782420692,1.36505718884574e-05,-0.00841554638785119,-0.0112437590876502,0.00215182791096456,-0.00842731705560059
"20",0.0111275332293087,0.0267093425148725,0.011812876049711,0.0189359673407106,-3.40309898084305e-05,0.000212744813401231,-0.00839932939214434,-0.0126687810246238,-0.00834641408568783,-0.00295159881523091
"21",0.0112433928592009,0.0267831518165597,0.0128085378379908,0.0158978933657264,-0.00423143766526186,0.000996453592320844,-0.00752010391749732,-0.00282595573146462,-0.0053986160657668,-0.00197759996404102
"22",0.0111839282760923,0.0268069304559441,0.012533089254266,0.0189087884006411,-0.00191389081350573,-0.000320593935914763,-0.00498956499430571,-0.00928280728847649,-0.00483338311532828,-0.00288077937476037
"23",0.0112162469684019,0.0275156219738445,0.012533753521537,0.0209834332011299,-0.000360714785900654,0.00370305765252609,-0.0141933697111096,-0.0141409673468682,-0.000150149375291996,-0.00850702757317163
"24",0.0114389106409914,0.0264573609392378,0.0110666892724784,0.0182720099885489,0.00195015258425945,0.00799494463274195,-0.0136092875066366,-0.013343434575855,0.00323029823909767,-0.00160329782656152
